ID,Age,Gender,Province,Education,Religion,Employment,Ideology
R_3kFjxfdE0XY4J5d,25,A woman,Ontario,Bachelor's degree,Muslim,Working part-time,7
R_3qjvPHhIenb7gXx,37,A woman,Ontario,Some high school,Anglican,Disabled,6
R_3R8uyUkHpFwP0FU,70,A man,British Columbia,College/technical diploma,Other,Retired,6
R_1gv8f9lq87g9KJ3,30,A man,Ontario,Master's degree,Catholic,Unemployed,9
R_6kWyMEweYuRlgtP,20,A woman,Quebec,Some post-secondary,None/Atheist,Student,3
R_3MAaxlHvYvtQ6CY,60,A woman,Nova Scotia,High school,Presbyterian,Self-employed,4
R_1mV4fqKbkGDeK9p,58,A woman,Newfoundland and Labrador,Some post-secondary,Catholic,Unemployed,6
R_2916gXRW1BPKcvJ,69,A man,Ontario,Some post-secondary,United Church,Retired,9
R_ZrT5IExkqnZoVfH,30,A woman,Ontario,Master's degree,Buddhist,Working full-time,2
R_O2KuocS4nc5J8tj,61,A woman,Alberta,Some post-secondary,Catholic,Retired,8
R_2aJ5ctuypjEaGPk,50,A woman,Alberta,College/technical diploma,Catholic,Working full-time,4
R_Q9yTizwT8jBOTHX,61,A woman,Nova Scotia,College/technical diploma,United Church,Working full-time,8
R_3PWVOUyZv860SVa,21,A woman,Quebec,Some high school,None/Atheist,Working full-time,0
R_1OV7OSW8ze1bQft,61,A woman,Ontario,Professional degree or doctorate,None/Atheist,Retired,7
R_2AZQwW5uf2fFk6W,58,A man,Saskatchewan,Some high school,Catholic,Working full-time,10
R_2EdbqeLTKIh7vUB,64,A man,Quebec,Master's degree,Don't know/ Prefer not to answer,Retired,7
R_DTVOPrDlBi2mahH,59,A man,Ontario,High school,Baptist,Retired,2
R_23Wg5YMlSdpG2HB,61,A man,Quebec,High school,None/Atheist,Retired,5
R_2THOaU0cizHFx9u,57,A woman,Ontario,High school,Orthodox Christian,Working full-time,1
R_25X8iMKy0qyYGhT,54,A woman,Nova Scotia,College/technical diploma,Protestant,Working full-time,5
R_3PoQmX04ifsgbzs,23,A woman,Ontario,Bachelor's degree,Agnostic,Unemployed,2
R_RRF3l7eXo8NcwI9,44,A man,Ontario,Bachelor's degree,Agnostic,Working full-time,5
R_3ssK8LHNS0J2oEc,61,A woman,Alberta,High school,Anglican,Working full-time,6
R_dcD2zFyCP8WBEY1,61,A woman,Ontario,Master's degree,Agnostic,Unemployed,2
R_1pVRrnWqZX3ZeaN,58,A woman,Ontario,Bachelor's degree,Catholic,Working part-time,7
R_3oGg9ryIebM3vvo,72,A man,Ontario,Some high school,Agnostic,Retired,4
R_Z2EuaLoUlWlP16N,59,A man,Quebec,Some post-secondary,Catholic,Retired,3
R_3gXle7bPQekbNrU,59,A woman,New Brunswick,College/technical diploma,Catholic,Disabled,10
R_3fuwDwMrk8Pwgss,51,A man,Quebec,Master's degree,Catholic,Working full-time,2
R_2fHUbww3EP4ENZ9,44,A man,Ontario,Bachelor's degree,None/Atheist,Working full-time,6
R_3EJYNKfMa7O2B8s,64,A woman,Ontario,Some post-secondary,None/Atheist,Self-employed,6
R_eKjbn1yc0CYtWKZ,21,A man,Ontario,High school,Christian Reformed,Student,7
R_3FIGLudbcnlC5wD,49,A woman,Prince Edward Island,Bachelor's degree,Evangelical/Pentecostal,Working full-time,7
R_WdtHgIuioYOPCjD,46,A man,Quebec,Master's degree,Catholic,Working full-time,5
R_2tx3aQm2f6CyAk3,63,A man,Ontario,Bachelor's degree,Catholic,Working full-time,3
R_1lmiCLoNGzajnLr,24,A man,Quebec,Master's degree,Baptist,Working full-time,8
R_2S9r5KcJdXvo3rx,40,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Alberta,High school,Agnostic,Working part-time,2
R_2dGWdhEnYuhgs1M,54,A woman,Ontario,Master's degree,Lutheran,Retired,8
R_1jK6Fa5mJoTCive,61,A man,Quebec,Some post-secondary,Don't know/ Prefer not to answer,Retired,7
R_2VxcsqJUmKhTUlw,45,A woman,Alberta,Professional degree or doctorate,None/Atheist,Working full-time,1
R_3031CTeqVxRvjum,69,A man,Nova Scotia,Bachelor's degree,None/Atheist,Retired,0
R_ystT8xqJPhpeBr3,53,A woman,Ontario,Some post-secondary,Catholic,Working full-time,3
R_s5Am8NmVl3WISg9,63,A man,Ontario,Master's degree,Agnostic,Retired,5
R_1hEDvoupTaDMdsO,80,A man,British Columbia,High school,Protestant,Retired,8
R_10MdxZdliJ85PkB,48,A woman,Alberta,Some post-secondary,Other,Unemployed,0
R_b8SO1Gr1gavwqAh,58,A woman,Nova Scotia,High school,Catholic,Disabled,6
R_3NIJM6FTxiFIE7I,47,A man,Alberta,Master's degree,None/Atheist,Working full-time,9
R_1n8cIoGmdUvH870,42,A man,Alberta,Master's degree,None/Atheist,Working full-time,6
R_OMU51MdASazG8cV,47,A man,Manitoba,Some elementary school,None/Atheist,Working full-time,6
R_2ctHTwAU6t4M1iT,78,A woman,Manitoba,Bachelor's degree,Protestant,Retired,7
R_vv6MOcTyIsV5kBP,68,A man,Quebec,Bachelor's degree,Catholic,Retired and working,5
R_QbJktiHEWRjM9Md,47,A woman,Ontario,Bachelor's degree,Jehovah's Witness,Caring for family,4
R_1KoIqkWhKt1fIoy,62,A woman,Manitoba,Bachelor's degree,United Church,Retired,1
R_Okv2stARbKBStIB,23,A man,Ontario,Bachelor's degree,Baptist,Unemployed,9
R_YWGixvXjPhzE8WB,32,A woman,Ontario,Professional degree or doctorate,Catholic,Working full-time,6
R_1rpgLnhU3ks5LBg,29,A woman,Nova Scotia,Some post-secondary,None/Atheist,Working full-time,0
R_3FL05RajGAcvwzC,32,A woman,British Columbia,Bachelor's degree,Protestant,Working full-time,4
R_ekEKg2nNOfkuPh7,44,A woman,Ontario,Bachelor's degree,None/Atheist,Unemployed,7
R_1Q5h2H56jLWEVca,43,A man,Quebec,College/technical diploma,Catholic,Self-employed,5
R_vvpVt6KTDuSJe6Z,78,A woman,Quebec,College/technical diploma,Catholic,Retired,6
R_21bsoB8drMAYRrM,22,A woman,Ontario,Some post-secondary,None/Atheist,Student and working,0
R_3Mnw3s3HDrx4b55,66,A man,Ontario,Master's degree,Catholic,Retired,4
R_1mOgQJF14oD7G88,59,A man,British Columbia,Bachelor's degree,Agnostic,Retired,5
R_O1CwNUgMF9XiDDj,68,A woman,Prince Edward Island,Some high school,Protestant,Retired,7
R_3Kwrl3htGAMFGgA,29,A woman,Ontario,Some post-secondary,Protestant,Unemployed,8
R_AbOYQ5kZxZZ4TMl,36,A man,Manitoba,College/technical diploma,None/Atheist,Working full-time,2
R_2908a6fMDWW85Zh,66,A man,New Brunswick,Some post-secondary,Baptist,Retired,4
R_1kMrBfnGS0GEk4M,61,A woman,British Columbia,High school,Evangelical/Pentecostal,Retired,8
R_3NNZzFytqPbTmcR,63,A woman,Alberta,College/technical diploma,Protestant,Retired,8
R_1hRmivC7s8rzTbt,71,A woman,Manitoba,College/technical diploma,Evangelical/Pentecostal,Retired,7
R_pm8o6kQOnyGN2rT,40,A man,New Brunswick,College/technical diploma,Baptist,Working full-time,5
R_eu4dx0betDjVXrz,63,A woman,Saskatchewan,Some high school,Lutheran,Retired,8
R_2doxfZx9ULDIpH3,60,A woman,British Columbia,College/technical diploma,Orthodox Christian,Disabled,2
R_3DpvXYhjMQlO9kf,49,A man,British Columbia,College/technical diploma,None/Atheist,Working full-time,2
R_9NaTIXV7x2T5D8d,76,A man,New Brunswick,Some post-secondary,Agnostic,Retired,3
R_2R2icbWirD4SuU9,54,A woman,Ontario,High school,Protestant,Working full-time,5
R_2v8SxaLBJQt0mID,35,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,6
R_3ho7nOWtZ5LfCrO,48,A man,Ontario,Bachelor's degree,Catholic,Working full-time,5
R_2Y4TWYap0gUhIZM,77,A woman,British Columbia,College/technical diploma,Agnostic,Retired,4
R_2sR0CGp5P4r1BhS,22,A woman,Ontario,Bachelor's degree,Protestant,Working full-time,0
R_277LUnsGmb8OtAb,54,A man,Quebec,Professional degree or doctorate,Catholic,Working part-time,4
R_1MWfcsd7nop1YxK,62,A man,Quebec,College/technical diploma,None/Atheist,Working full-time,7
R_u3V8pN9IqRBhSRb,20,A woman,Ontario,Some post-secondary,Agnostic,Student,7
R_2aE9gAZmAnpuYxC,56,A man,Ontario,College/technical diploma,Catholic,Working full-time,8
R_3QD9oUlWB3H5M2f,46,A woman,Alberta,High school,None/Atheist,Working full-time,9
R_Za7tM7iYH8vUr05,41,A woman,Ontario,Bachelor's degree,Orthodox Christian,Working full-time,5
R_sjUzN1sGzibtrDX,70,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,Professional degree or doctorate,Jewish,Retired,4
R_BYEc6R5m3UVFH2N,63,A man,Ontario,Some post-secondary,United Church,Retired,4
R_1NEBaQ5JEqZMFsG,61,A woman,British Columbia,College/technical diploma,Other,Working full-time,3
R_1GQ6qI8qnLbSg2v,59,A man,Ontario,Master's degree,Catholic,Working full-time,7
R_25A9YVTypdy7rSu,77,A man,Saskatchewan,College/technical diploma,Jewish,Retired,5
R_2z7lPJV4eXXC7Xo,71,A man,Ontario,Some post-secondary,Other,Retired,4
R_1eKOqZY9Gid4c0a,47,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,5
R_296yn0yERDKe6Xu,41,A man,Quebec,Professional degree or doctorate,Catholic,Working full-time,4
R_3ndUkProlNiDiG5,99,A man,Ontario,Some high school,Agnostic,Working full-time,5
R_2drPTofmgl3P8dX,30,A woman,British Columbia,Bachelor's degree,None/Atheist,Working part-time,5
R_1Cm5BmK7M3cSBGd,43,A man,Ontario,High school,Don't know/ Prefer not to answer,Working full-time,6
R_ToR6C5G2Owmu4ut,38,A woman,Quebec,Some high school,Catholic,Working full-time,7
R_XmLgBIJdMIDWVod,49,A man,Quebec,Some high school,Don't know/ Prefer not to answer,Working full-time,7
R_vjoLHEbnb35uzPX,51,A woman,Alberta,Bachelor's degree,None/Atheist,Working full-time,1
R_ZwRcodCshJDBmFP,70,A woman,Alberta,Some post-secondary,Anglican,Self-employed,10
R_42XqiIcDW9SWMdb,54,A woman,Quebec,Some post-secondary,Don't know/ Prefer not to answer,Working full-time,5
R_1IN2QMNM9paCsSq,51,A man,New Brunswick,College/technical diploma,Catholic,Working full-time,5
R_2OHBedPqIuprgqe,64,A woman,British Columbia,High school,Evangelical/Pentecostal,Retired,7
R_10TXuEfc7GzrQB4,46,A man,Ontario,Master's degree,Orthodox Christian,Working full-time,8
R_eb62aEvnFq4juw1,62,A man,Alberta,Some high school,Mennonite,Self-employed,7
R_u1FS79s4kyNUZKV,71,A woman,Quebec,Some post-secondary,Agnostic,Retired,8
R_3e4Q4XkQfSUE9sj,54,A man,Quebec,Master's degree,Muslim,Working full-time,5
R_1K836q3vKAZrkvu,27,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,7
R_2VPhQdFo1oQ5RwW,64,A man,Ontario,Bachelor's degree,Catholic,Disabled,3
R_3mk5800V6ZHODNI,64,A man,Alberta,Bachelor's degree,Catholic,Retired,6
R_3KJkmxO5KKx0LyF,71,A woman,Alberta,College/technical diploma,None/Atheist,Retired,3
R_3MDnLLPFxI4brf9,63,A man,British Columbia,Some post-secondary,Baptist,Retired,7
R_2alBWaPY7wiOaRz,74,A man,Quebec,College/technical diploma,Catholic,Retired and working,5
R_3093xXbVOhtjWGY,36,A woman,Prince Edward Island,College/technical diploma,None/Atheist,Caring for family,3
R_1K887yASoJKpu64,37,A woman,Ontario,Bachelor's degree,Don't know/ Prefer not to answer,Working full-time,7
R_3qgKRgmx5QQxq1p,31,A woman,Quebec,College/technical diploma,None/Atheist,Working full-time,3
R_1IAXjijVeeCxApX,35,A man,Quebec,College/technical diploma,Catholic,Working full-time,7
R_2z6L2givfVNQgsr,71,A man,Quebec,Some post-secondary,Catholic,Retired,7
R_vuXP3w8VIWf0Gat,37,A woman,Newfoundland and Labrador,Some high school,Anglican,Caring for family,6
R_2do6NNUnBbcok0Y,63,A man,Saskatchewan,Bachelor's degree,Orthodox Christian,Retired,7
R_2dm7QLZw1Q2UixY,75,A man,Alberta,Master's degree,Anglican,Working part-time,6
R_yl3QLhTmN4PDYvT,99,A woman,Quebec,Some high school,None/Atheist,Self-employed,5
R_w7XSX6yX91AobgR,64,A woman,Quebec,Some post-secondary,Catholic,Retired,2
R_1M0UyHldni2sz9Q,71,A man,Ontario,Bachelor's degree,Agnostic,Retired,4
R_21don1sTXJFlDxB,80,A woman,New Brunswick,Some high school,Jewish,Retired,4
R_3GkoVrEs7khPzlL,66,A man,Ontario,Bachelor's degree,None/Atheist,Retired,2
R_21u1Jk2HDveE53m,56,A woman,Ontario,Some post-secondary,Catholic,Working full-time,10
R_1FKPXda86D1o7og,31,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,5
R_wRiNkrt84DFwCpb,60,A woman,Ontario,Some post-secondary,Catholic,Working part-time,4
R_3gZ8jkYn1ktBpas,36,A man,Alberta,Some post-secondary,None/Atheist,Working full-time,7
R_x0mLPYF70gU061b,39,A man,British Columbia,College/technical diploma,Jehovah's Witness,Working full-time,5
R_OjLvhlvgAIOV9Tj,31,A woman,Alberta,Bachelor's degree,Catholic,Unemployed,7
R_1E4L1aXglR07br8,45,A man,Nova Scotia,Some post-secondary,Protestant,Working full-time,2
R_2VQlrPolB1kzevg,58,A woman,Newfoundland and Labrador,College/technical diploma,Anglican,Retired,7
R_3FPW0NKVvTb9iJ7,29,A man,New Brunswick,College/technical diploma,None/Atheist,Unemployed,5
R_2zGcYC3yQRNVeXS,71,A woman,Nova Scotia,Bachelor's degree,Presbyterian,Retired,8
R_10qhL3v6CHAf5Z9,45,A woman,Nova Scotia,Some post-secondary,Baptist,Working part-time,7
R_3shIfqIUfX9T1Op,26,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Alberta,College/technical diploma,Agnostic,Student and working,1
R_3QMMqXldsINrNRP,28,A woman,Ontario,College/technical diploma,Agnostic,Other,4
R_1LFj9M1L3JgaeI7,68,A woman,British Columbia,College/technical diploma,United Church,Retired,5
R_1CstRrZBIpS1s9H,57,A woman,Ontario,Some elementary school,Baptist,Disabled,8
R_eG47mQGHbkjU6tj,56,A man,Saskatchewan,Some post-secondary,United Church,Working full-time,8
R_1DOLNTfVIQjmaLR,29,A woman,New Brunswick,College/technical diploma,Baptist,Caring for family,9
R_2D0Hc3T5cFpXnTL,21,A man,Nova Scotia,College/technical diploma,None/Atheist,Unemployed,6
R_30hOEKu8anTcAF0,72,A man,Alberta,Some post-secondary,Catholic,Retired,7
R_powRiPGVJxckLRf,36,A man,Nova Scotia,Bachelor's degree,None/Atheist,Disabled,0
R_USgsbd712XrRdmN,70,A man,Alberta,Bachelor's degree,Don't know/ Prefer not to answer,Retired,7
R_3PNyFW8y2tuwgrF,27,A woman,Alberta,Master's degree,None/Atheist,Student,5
R_26fqvMoKuQDqxNZ,38,A woman,Ontario,Bachelor's degree,None/Atheist,Working part-time,6
R_1IvcIz9do6lmVSF,71,A man,Ontario,Elementary school,None/Atheist,Retired,5
R_3DombCULkp4EdYi,71,A man,Ontario,Professional degree or doctorate,Anglican,Working part-time,7
R_30rcnTl8bsUyqyc,52,A man,Quebec,Some post-secondary,Anglican,Working full-time,8
R_2VBCfKsAVQVKb4i,80,A woman,Ontario,Bachelor's degree,Protestant,Working part-time,8
R_10xv56NTOHfd7KO,39,A woman,Ontario,Some post-secondary,Catholic,Working full-time,4
R_5p95y3w0S7hT35D,45,A man,British Columbia,Master's degree,Evangelical/Pentecostal,Working full-time,9
R_27fnud3FWms7BfE,48,A woman,Quebec,Bachelor's degree,Catholic,Disabled,8
R_1rweXqS7KlyG3EO,30,A woman,Ontario,College/technical diploma,Catholic,Working full-time,2
R_1roDJ0RlpIvzTeg,41,A woman,Ontario,College/technical diploma,Don't know/ Prefer not to answer,Disabled,5
R_6eZKTdRqbxhYkCd,43,A woman,British Columbia,College/technical diploma,None/Atheist,Working full-time,2
R_BtxZIdp2HMN4cuZ,34,A woman,Ontario,Some post-secondary,Agnostic,Self-employed,0
R_1jeuOxGsb79PVYA,28,A woman,Manitoba,High school,Agnostic,Working part-time,9
R_3dKCTuxaKnesIoe,59,A woman,Ontario,Bachelor's degree,Catholic,Retired,8
R_3PobiC8gPnzRnoD,51,A man,Alberta,Some post-secondary,None/Atheist,Self-employed,7
R_24jG1ZCBIyfcppC,39,A man,Quebec,Master's degree,None/Atheist,Working full-time,2
R_2wzX8nFJu8TrHRB,66,A woman,Saskatchewan,College/technical diploma,None/Atheist,Retired,3
R_3OdoBvWuvf1WtcC,63,A man,Ontario,Master's degree,None/Atheist,Working full-time,4
R_3Huekj4KrbruI83,53,A man,Ontario,Bachelor's degree,None/Atheist,Working full-time,6
R_26lNae9Om7dhG5L,46,A woman,Quebec,Bachelor's degree,Catholic,Self-employed,9
R_3qV6MuTno4XCNrD,39,A man,New Brunswick,College/technical diploma,None/Atheist,Working full-time,4
R_3PirSCMlTxzrAjF,45,A woman,Quebec,College/technical diploma,None/Atheist,Working full-time,6
R_3Oqb3LsaSqUxqIs,36,A man,British Columbia,Bachelor's degree,None/Atheist,Self-employed,4
R_1MQUegHRxuKEK3R,53,A woman,British Columbia,College/technical diploma,Catholic,Working full-time,7
R_1r7bJBVdpgEe45N,18,A woman,Quebec,High school,None/Atheist,Student,3
R_3s0vmGkTUFQQrKz,59,A woman,Ontario,Some post-secondary,Catholic,Disabled,2
R_1Lqkp1gsP22ti0u,53,A woman,Ontario,Some post-secondary,Catholic,Working full-time,3
R_2SwYMqpXpZG9DU6,68,A man,British Columbia,Bachelor's degree,Anglican,Retired,5
R_2aPjmaMfYa4OSsH,44,A man,Quebec,Bachelor's degree,None/Atheist,Working full-time,6
R_2dsV7Hdz4467VG7,37,A woman,British Columbia,Bachelor's degree,None/Atheist,Working full-time,3
R_3G6q3WSyQSVPWuS,25,A man,Alberta,Bachelor's degree,None/Atheist,Working part-time,8
R_2tJqAmIw0zRIO4g,44,A man,Ontario,College/technical diploma,Presbyterian,Working full-time,5
R_3RwRYmuHC98hNfP,70,A man,Alberta,Some post-secondary,Catholic,Retired,7
R_3Rrp8mCd2FMDwba,51,A woman,Saskatchewan,Don't know/ Prefer not to answer,Catholic,Working full-time,7
R_2OZukPZLo4OKthT,33,A woman,Alberta,Some high school,None/Atheist,Working full-time,7
R_1Gj3zR3QoJr4kh3,68,A man,British Columbia,Some post-secondary,Don't know/ Prefer not to answer,Self-employed,5
R_2tG98dff3fji1lS,52,A woman,Quebec,High school,Catholic,Retired,5
R_2qCaG1qr2JiAGqR,40,A man,Nunavut,Bachelor's degree,Evangelical/Pentecostal,Working full-time,6
R_1rNz3Brwq1KpN7U,24,A man,Alberta,High school,None/Atheist,Self-employed,6
R_2CWJ7jmLUwWibH8,47,A woman,British Columbia,High school,None/Atheist,Working full-time,3
R_1Qt2UMjItKP3UKe,67,A woman,Ontario,College/technical diploma,Presbyterian,Working part-time,6
R_2v5Fr0hTuygl71M,60,A woman,Nova Scotia,College/technical diploma,None/Atheist,Working full-time,2
R_XWZRNKLAMJT6xC9,22,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Manitoba,High school,Other,Disabled,0
R_3fZuA10vYZkWTGW,27,A woman,Ontario,Bachelor's degree,Protestant,Other,5
R_3DoVpV4M7oArOrw,59,A woman,Ontario,Master's degree,None/Atheist,Working full-time,0
R_b27e8HlEKL8uzDP,66,A man,Ontario,Bachelor's degree,Catholic,Retired,2
R_24o7DYDfjyjAaC5,38,A woman,Quebec,Bachelor's degree,Don't know/ Prefer not to answer,Working full-time,6
R_2WBBJu1Yvu4k7ud,22,A woman,Quebec,Some high school,None/Atheist,Working part-time,5
R_31ZMB0yjnxN05Wo,34,A woman,Ontario,Some post-secondary,None/Atheist,Caring for family,6
R_1hzIW2MaYpWK0y4,37,A man,Manitoba,Some post-secondary,None/Atheist,Self-employed,6
R_2arxqKR7ST5i1MT,71,A woman,Quebec,Master's degree,United Church,Retired,5
R_3dSNfBbtGlICRTo,68,A man,Ontario,Master's degree,Jewish,Retired,5
R_22Wznv5YRVyeRXM,34,A man,Ontario,Bachelor's degree,Catholic,Working full-time,8
R_1MT06AW4EudxIRZ,18,A woman,Ontario,High school,Evangelical/Pentecostal,Student,7
R_3GlgmgQANSxEgQU,53,A woman,Ontario,Elementary school,Don't know/ Prefer not to answer,Unemployed,5
R_10pdITA0rFbG4gd,65,A woman,British Columbia,Master's degree,Catholic,Retired,4
R_22E4lXDMid7dOhm,38,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,College/technical diploma,Don't know/ Prefer not to answer,Working full-time,5
R_2q3iKX6aI8bly5e,50,A man,Alberta,Bachelor's degree,Evangelical/Pentecostal,Working full-time,7
R_cUWJ2Pj7Cudyepr,74,A woman,Quebec,High school,Orthodox Christian,Retired,5
R_3k22U1q4kMjCXOT,40,A man,Ontario,Bachelor's degree,Christian Reformed,Working full-time,7
R_1dcxwapXNCBx03k,49,A woman,Alberta,College/technical diploma,Agnostic,Disabled,3
R_2BnVxFtEouMsslU,75,A man,Ontario,College/technical diploma,Baptist,Retired,7
R_3e9qkde9oZRRGTE,61,A woman,Saskatchewan,Bachelor's degree,Catholic,Retired,5
R_1ps42zsbv5VyeNh,36,A man,Quebec,Bachelor's degree,None/Atheist,Working full-time,7
R_12fLH0NO56VaFpw,29,A woman,British Columbia,Bachelor's degree,Catholic,Working full-time,6
R_1q7Lp6utH30K0Q5,25,A woman,Ontario,Bachelor's degree,None/Atheist,Working part-time,0
R_3khA2Xwb4n0SCDj,45,A man,Ontario,Professional degree or doctorate,Catholic,Working full-time,7
R_3DjxjIf339w8OBc,57,A woman,Ontario,College/technical diploma,Anglican,Unemployed,5
R_1Hc53PMeTt1olMK,60,A woman,British Columbia,Master's degree,Protestant,Retired,7
R_1gMGJNLmaUTsk9s,33,A woman,Alberta,High school,Other,Caring for family,5
R_2VsbMXWeGEzO5o1,62,A woman,Alberta,Professional degree or doctorate,United Church,Self-employed,4
R_REyyiOFrvRk03Hb,61,A woman,Ontario,Some post-secondary,Other,Working full-time,2
R_3m8FNkTqV9hJOnB,54,A woman,Ontario,College/technical diploma,Catholic,Don't know/ Prefer not to answer,6
R_1dsHwQPZOqzjmb6,67,A woman,British Columbia,Bachelor's degree,Agnostic,Retired,2
R_UN5JldcyXVJePaF,52,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,1
R_22xkvexP315NSIG,35,A woman,Ontario,Some post-secondary,None/Atheist,Caring for family,2
R_2v5QXUgWWswopE4,61,A man,Ontario,Bachelor's degree,Presbyterian,Retired,3
R_29bl8aVUpoYGfuN,36,A woman,Quebec,College/technical diploma,None/Atheist,Working full-time,3
R_290rgTH7KFwXcaM,61,A woman,Ontario,College/technical diploma,United Church,Retired,5
R_27DUVCWTQQPkmdN,55,A man,British Columbia,Master's degree,Lutheran,Self-employed,7
R_3r7DJw9to3DKGLT,66,A woman,Saskatchewan,Bachelor's degree,Anglican,Self-employed,4
R_tMwDZtt2uRsZ1jb,65,A woman,British Columbia,Some post-secondary,None/Atheist,Retired,4
R_1WTRK1wYgxvwi9r,36,A man,Manitoba,Bachelor's degree,Catholic,Working full-time,10
R_2y7wirUoC7D5MTb,49,A man,Quebec,Some high school,Don't know/ Prefer not to answer,Working part-time,6
R_UL7KtBU7zfxngTn,69,A man,Ontario,Professional degree or doctorate,None/Atheist,Retired,3
R_1LYlI1U1JmELd6b,27,A man,Quebec,College/technical diploma,Agnostic,Working full-time,0
R_1Qg6IO3xwX3Oi5P,59,A woman,British Columbia,Some post-secondary,Evangelical/Pentecostal,Self-employed,10
R_3KSFfJRmKyTxvo1,35,A woman,Quebec,College/technical diploma,Don't know/ Prefer not to answer,Working full-time,5
R_22DhZEZoPRSANsG,30,A woman,British Columbia,Bachelor's degree,Don't know/ Prefer not to answer,Caring for family,3
R_2twC2oHH2ML436h,22,A man,Ontario,Some post-secondary,Muslim,Working full-time,10
R_2OUwvgzQVaVZJoI,38,A woman,Ontario,College/technical diploma,None/Atheist,Working full-time,4
R_wX0RkJqX58k70Q1,19,A woman,Ontario,High school,Catholic,Student,5
R_3UTyqV2OdZpgSIN,49,A man,British Columbia,Bachelor's degree,United Church,Self-employed,3
R_D6jakbNw7xGMQbD,48,A woman,British Columbia,High school,None/Atheist,Disabled,0
R_3pKfcs4wTxbLkKl,28,A woman,Ontario,Bachelor's degree,Don't know/ Prefer not to answer,Working full-time,5
R_3maTzTBs6Isj8xa,72,A man,Ontario,Bachelor's degree,Don't know/ Prefer not to answer,Retired,6
R_3h4k8GBUcgZsifi,28,A woman,Quebec,College/technical diploma,Catholic,Working full-time,3
R_Xv4hSp6yuga4DYZ,42,A woman,Quebec,Bachelor's degree,None/Atheist,Working full-time,5
R_24urMbIgW1ZPA9P,72,A man,Ontario,Master's degree,Agnostic,Retired,2
R_22YaZoCHtdWlfOO,57,A woman,Ontario,College/technical diploma,Catholic,Retired,5
R_2cu45HH8ZTzfcEK,69,A woman,Quebec,Some post-secondary,Catholic,Caring for family,6
R_3MA0cvuCnUBmFjS,57,A man,Alberta,College/technical diploma,None/Atheist,Working full-time,4
R_3EnGQ11dSjPsYEa,69,A woman,British Columbia,High school,Lutheran,Retired,7
R_24v24rhTgRmYCYy,77,A man,Ontario,High school,Catholic,Retired,5
R_3CVF23sMkPgN9K1,59,A man,Quebec,College/technical diploma,None/Atheist,Working part-time,4
R_3RlORfPVGIR5ll4,72,A woman,British Columbia,Master's degree,None/Atheist,Retired,3
R_333x7T78HnkuiKv,57,A man,Ontario,Bachelor's degree,Catholic,Working full-time,4
R_216wiXtlbIoyc9s,37,A man,British Columbia,Professional degree or doctorate,None/Atheist,Working full-time,2
R_DVot4mtLwWklQrL,72,A man,Ontario,College/technical diploma,Catholic,Retired,5
R_3iDPFlUzqYEO4Cw,54,A man,Alberta,Some post-secondary,None/Atheist,Unemployed,3
R_WCZSHwVzpz4oZ2h,30,A woman,Alberta,Don't know/ Prefer not to answer,Catholic,Working full-time,4
R_u4X1Rrs9ozvXRT3,37,A woman,Quebec,Some post-secondary,Other,Working full-time,7
R_u2inGZF9MgR0Tfj,70,A man,Alberta,Some post-secondary,Don't know/ Prefer not to answer,Retired,6
R_820APRu6GTgmrBf,63,A woman,Ontario,Bachelor's degree,Catholic,Retired,4
R_31Kw2DRsQZ3d9tv,37,A man,Quebec,Master's degree,Muslim,Working full-time,4
R_OvdPvKqD5f9wB1v,48,A woman,Ontario,College/technical diploma,Catholic,Working full-time,6
R_PH7pAAIEZUUjDvr,43,A man,Quebec,Bachelor's degree,Catholic,Self-employed,3
R_2y79B4HyW6Nvojz,43,A man,Saskatchewan,College/technical diploma,Agnostic,Unemployed,6
R_AdtOt6dHO56xVfz,45,A woman,Quebec,Elementary school,Catholic,Working full-time,6
R_1rlGLqFYZVzRgpE,53,A woman,Ontario,Some post-secondary,Catholic,Self-employed,5
R_12zqOz3dTwwitRZ,45,A man,Ontario,Bachelor's degree,Muslim,Working full-time,5
R_2cjRN7o8yX6fX5C,58,A woman,British Columbia,College/technical diploma,Catholic,Working full-time,7
R_3OdDIhXD9wHT373,69,A man,British Columbia,Some post-secondary,Protestant,Retired,5
R_3emDJlv0yYKCKRy,71,A woman,Alberta,Elementary school,Agnostic,Retired,2
R_2Y3o1LeQMiFS0Qo,78,A woman,Alberta,Bachelor's degree,United Church,Working part-time,5
R_2wcSII8hmcE72E9,23,A man,Ontario,Some post-secondary,Catholic,Student,7
R_cuufziLNRaAnPY5,60,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,Elementary school,Catholic,Working full-time,6
R_QhwnO2LYqQBUaDT,43,A woman,Alberta,Professional degree or doctorate,None/Atheist,Self-employed,9
